IPR003958	Transcription factor CBF/NF-Y/archaeal histone domain
IPR006183	6-phosphogluconate dehydrogenase
IPR006183	6-phosphogluconate dehydrogenase
IPR006183	6-phosphogluconate dehydrogenase
IPR006183	6-phosphogluconate dehydrogenase
IPR006114	6-phosphogluconate dehydrogenase, C-terminal
IPR006115	6-phosphogluconate dehydrogenase, NADP-binding
IPR006113	6-phosphogluconate dehydrogenase, decarboxylating
IPR033389	AUX/IAA domain
IPR010525	Auxin response factor
IPR000270	PB1 domain
IPR003340	B3 DNA binding domain
IPR003340	B3 DNA binding domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR006808	ATP synthase, F0 complex, subunit G, mitochondrial
IPR015590	Aldehyde dehydrogenase domain
IPR008011	Complex 1 LYR protein
IPR000232	Heat shock factor (HSF)-type, DNA-binding
IPR000232	Heat shock factor (HSF)-type, DNA-binding
IPR000232	Heat shock factor (HSF)-type, DNA-binding
IPR000232	Heat shock factor (HSF)-type, DNA-binding
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002487	Transcription factor, K-box
IPR002487	Transcription factor, K-box
IPR002100	Transcription factor, MADS-box

IPR001806	Small GTPase
IPR005225	Small GTP-binding protein domain





IPR001929	Germin
IPR001929	Germin
IPR001929	Germin
IPR006045	Cupin 1
IPR001680	WD40 repeat
IPR017986	WD40-repeat-containing domain
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR007726	SS18 family

IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR005856	Cysteine synthase
IPR001926	Pyridoxal-phosphate dependent enzyme
IPR005859	Cysteine synthase CysK
IPR010625	CHCH

IPR017930	Myb domain
IPR001005	SANT/Myb domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR001547	Glycoside hydrolase, family 5
IPR017926	Glutamine amidotransferase
IPR017926	Glutamine amidotransferase
IPR006121	Heavy metal-associated domain, HMA
IPR006121	Heavy metal-associated domain, HMA
IPR000757	Glycoside hydrolase family 16
IPR008264	Beta-glucanase
IPR008264	Beta-glucanase
IPR008264	Beta-glucanase
IPR000757	Glycoside hydrolase family 16
IPR010713	Xyloglucan endo-transglycosylase, C-terminal
IPR041608	Embryo surrounding factor 1, brassicaceae
IPR003337	Trehalose-phosphatase
IPR001830	Glycosyl transferase, family 20
IPR006379	HAD-superfamily hydrolase, subfamily IIB
IPR003337	Trehalose-phosphatase
IPR006458	Ovate  protein family, C-terminal
IPR006458	Ovate  protein family, C-terminal
IPR006458	Ovate  protein family, C-terminal
IPR000109	Proton-dependent oligopeptide transporter family
IPR002092	DNA-directed RNA polymerase, phage-type
IPR029262	DNA-directed RNA polymerase, N-terminal
IPR006569	CID domain
IPR006903	RNA polymerase II-binding domain
IPR013087	Zinc finger C2H2-type
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR003231	Acyl carrier protein (ACP)
IPR009081	Phosphopantetheine binding ACP domain
IPR009081	Phosphopantetheine binding ACP domain
IPR002083	MATH/TRAF domain
IPR002083	MATH/TRAF domain
IPR002083	MATH/TRAF domain
IPR002083	MATH/TRAF domain
IPR002068	Alpha crystallin/Hsp20 domain
IPR002068	Alpha crystallin/Hsp20 domain
IPR006843	Plastid lipid-associated protein/fibrillin conserved domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR002004	Polyadenylate-binding protein/Hyperplastic disc protein
IPR000504	RNA recognition motif domain
IPR006515	Polyadenylate binding protein, human types 1, 2, 3, 4
IPR000504	RNA recognition motif domain
IPR002004	Polyadenylate-binding protein/Hyperplastic disc protein
IPR022776	TRM13/UPF0224 family, U11-48K-like CHHC zinc finger domain
IPR022776	TRM13/UPF0224 family, U11-48K-like CHHC zinc finger domain
IPR003035	RWP-RK domain
IPR003035	RWP-RK domain
IPR025287	Wall-associated receptor kinase, galacturonan-binding domain

IPR032872	Wall-associated receptor kinase, C-terminal
IPR000209	Peptidase S8/S53 domain
IPR010259	Peptidase S8 propeptide/proteinase inhibitor I9
IPR041469	Subtilisin-like protease, fibronectin type-III domain
IPR015500	Peptidase S8, subtilisin-related
IPR015500	Peptidase S8, subtilisin-related
IPR015500	Peptidase S8, subtilisin-related
IPR003137	PA domain
IPR009643	Heat shock factor binding 1
IPR003439	ABC transporter-like
IPR003439	ABC transporter-like
IPR003439	ABC transporter-like
IPR003439	ABC transporter-like
IPR000571	Zinc finger, CCCH-type
IPR041367	E3 ligase, CCCH-type zinc finger
IPR000571	Zinc finger, CCCH-type
IPR000571	Zinc finger, CCCH-type
IPR041367	E3 ligase, CCCH-type zinc finger
IPR000571	Zinc finger, CCCH-type
IPR001229	Jacalin-like lectin domain
IPR001229	Jacalin-like lectin domain
IPR001229	Jacalin-like lectin domain
IPR001229	Jacalin-like lectin domain
IPR001229	Jacalin-like lectin domain
IPR001229	Jacalin-like lectin domain
IPR001229	Jacalin-like lectin domain
IPR001229	Jacalin-like lectin domain
IPR000719	Protein kinase domain

IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR006683	Thioesterase domain
IPR033120	Hotdog acyl-CoA thioesterase (ACOT)-type domain
IPR033120	Hotdog acyl-CoA thioesterase (ACOT)-type domain
IPR015187	BRCA2, OB1
IPR002093	BRCA2 repeat
IPR002093	BRCA2 repeat
IPR002093	BRCA2 repeat
IPR002093	BRCA2 repeat
IPR002093	BRCA2 repeat
IPR002093	BRCA2 repeat
IPR015252	Breast cancer type 2 susceptibility protein, helical domain
IPR001841	Zinc finger, RING-type

IPR022170	E3 Ubiquitin ligase, GIDE-type
IPR003439	ABC transporter-like
IPR011527	ABC transporter type 1, transmembrane domain
IPR011527	ABC transporter type 1, transmembrane domain
IPR003439	ABC transporter-like
IPR011527	ABC transporter type 1, transmembrane domain
IPR003439	ABC transporter-like
IPR003439	ABC transporter-like
IPR011527	ABC transporter type 1, transmembrane domain
IPR004873	BURP domain
IPR004873	BURP domain
IPR004873	BURP domain
IPR004873	BURP domain
IPR006685	Mechanosensitive ion channel MscS
IPR006525	Cystatin-related, plant
IPR020683	Ankyrin repeat-containing domain
IPR002110	Ankyrin repeat
IPR000048	IQ motif, EF-hand binding site
IPR000048	IQ motif, EF-hand binding site
IPR002909	IPT domain
IPR020683	Ankyrin repeat-containing domain
IPR005559	CG-1 DNA-binding domain
IPR000048	IQ motif, EF-hand binding site
IPR000048	IQ motif, EF-hand binding site
IPR005559	CG-1 DNA-binding domain
IPR002083	MATH/TRAF domain
IPR002083	MATH/TRAF domain
IPR002083	MATH/TRAF domain
IPR002083	MATH/TRAF domain
IPR000626	Ubiquitin-like domain
IPR022617	Rad60/SUMO-like domain
IPR006927	Protein of unknown function DUF639
IPR013101	Leucine-rich repeat 2
IPR001810	F-box domain
IPR001810	F-box domain
IPR006694	Fatty acid hydroxylase
IPR000490	Glycoside hydrolase family 17
IPR013749	Pyridoxamine kinase/Phosphomethylpyrimidine kinase
IPR001223	Glycoside hydrolase family 18, catalytic domain
IPR001357	BRCT domain
IPR013725	DNA replication factor RFC1, C-terminal
IPR001357	BRCT domain
IPR003959	ATPase, AAA-type, core
IPR040455	Atg6, BARA domain
IPR041691	Atg6/beclin, coiled-coil domain
IPR008502	Prolamin-like domain
IPR001075	NIF system FeS cluster assembly, NifU, C-terminal
IPR001619	Sec1-like protein
IPR001810	F-box domain
IPR001810	F-box domain
IPR002477	Peptidoglycan binding-like
IPR019379	Gamma-secretase aspartyl protease complex, presenilin enhancer-2 subunit
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat
IPR001440	Tetratricopeptide repeat 1
IPR001440	Tetratricopeptide repeat 1
IPR013026	Tetratricopeptide repeat-containing domain
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat
IPR013026	Tetratricopeptide repeat-containing domain
IPR019734	Tetratricopeptide repeat

IPR019734	Tetratricopeptide repeat
IPR041243	STI1 domain
IPR041243	STI1 domain
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat
IPR006652	Kelch repeat type 1
IPR001810	F-box domain
IPR006671	Cyclin, N-terminal
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR006734	Protein of unknown function DUF597
IPR028889	Ubiquitin specific protease domain
IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
IPR002893	Zinc finger, MYND-type
IPR002893	Zinc finger, MYND-type
IPR008811	Glycosyl hydrolases 36
IPR008811	Glycosyl hydrolases 36
IPR008811	Glycosyl hydrolases 36
IPR018022	IPP transferase
IPR018022	IPP transferase
IPR008146	Glutamine synthetase, catalytic domain
IPR008147	Glutamine synthetase, beta-Grasp domain
IPR008146	Glutamine synthetase, catalytic domain
IPR008147	Glutamine synthetase, beta-Grasp domain
IPR008146	Glutamine synthetase, catalytic domain
IPR008147	Glutamine synthetase, beta-Grasp domain
IPR007590	Saf4/Yju2 protein
IPR002877	Ribosomal RNA methyltransferase FtsJ domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR003439	ABC transporter-like
IPR003439	ABC transporter-like
IPR011527	ABC transporter type 1, transmembrane domain
IPR011527	ABC transporter type 1, transmembrane domain
IPR003439	ABC transporter-like
IPR003439	ABC transporter-like
IPR011527	ABC transporter type 1, transmembrane domain
IPR011527	ABC transporter type 1, transmembrane domain
IPR001387	Cro/C1-type helix-turn-helix domain
IPR001387	Cro/C1-type helix-turn-helix domain
IPR013729	Multiprotein bridging factor 1, N-terminal
IPR001005	SANT/Myb domain
IPR017930	Myb domain
IPR006447	Myb domain, plants
IPR011947	FCP1-like phosphatase, phosphatase domain
IPR004274	FCP1 homology domain
IPR004274	FCP1 homology domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR001841	Zinc finger, RING-type
IPR007749	Protein of unknown function DUF677
IPR000648	Oxysterol-binding protein
IPR001810	F-box domain
IPR013101	Leucine-rich repeat 2
IPR039309	Biopterin transporter family
IPR039309	Biopterin transporter family
IPR031166	EngA-type guanine nucleotide-binding (G) domain
IPR016484	GTP-binding protein EngA
IPR031166	EngA-type guanine nucleotide-binding (G) domain
IPR005225	Small GTP-binding protein domain
IPR032859	GTPase Der, C-terminal KH-domain-like
IPR006073	GTP binding domain
IPR006073	GTP binding domain
IPR006073	GTP binding domain
IPR006073	GTP binding domain
IPR005031	Coenzyme Q-binding protein COQ10, START domain
IPR005031	Coenzyme Q-binding protein COQ10, START domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
IPR000719	Protein kinase domain
IPR025610	Transcription factor MYC/MYB N-terminal
IPR025610	Transcription factor MYC/MYB N-terminal
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR032867	DYW domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat


IPR017926	Glutamine amidotransferase



IPR006221	Anthranilate synthase/para-aminobenzoate synthase like domain






IPR017926	Glutamine amidotransferase

IPR000719	Protein kinase domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR000719	Protein kinase domain
IPR014001	Helicase superfamily 1/2, ATP-binding domain
IPR001650	Helicase, C-terminal
IPR001650	Helicase, C-terminal
IPR000330	SNF2-related, N-terminal domain
IPR000330	SNF2-related, N-terminal domain
IPR025766	ADD domain
IPR000873	AMP-dependent synthetase/ligase
IPR000873	AMP-dependent synthetase/ligase
IPR003377	Cornichon
IPR023333	Proteasome B-type subunit
IPR001353	Proteasome, subunit alpha/beta
IPR023333	Proteasome B-type subunit
IPR001353	Proteasome, subunit alpha/beta
IPR013101	Leucine-rich repeat 2
IPR001810	F-box domain
IPR001810	F-box domain
IPR006566	FBD domain
IPR005175	PPC domain
IPR005175	PPC domain
IPR003480	Transferase
IPR000182	GNAT domain
IPR000182	GNAT domain
IPR022764	Peptidase S54, rhomboid domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000845	Nucleoside phosphorylase domain
IPR019308	Transmembrane protein 214
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR021720	Malectin domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR018392	LysM domain
IPR018392	LysM domain
IPR018392	LysM domain
IPR018392	LysM domain
IPR008579	Domain of unknown function DUF861, cupin-3
IPR009768	Microtubule-associated protein 70
IPR006652	Kelch repeat type 1
IPR006652	Kelch repeat type 1
IPR006652	Kelch repeat type 1
IPR006652	Kelch repeat type 1
IPR006527	F-box associated domain, type 1
IPR001810	F-box domain
IPR017451	F-box associated interaction domain
IPR001810	F-box domain
IPR006563	POX domain
IPR008422	Homeobox KN domain
IPR001356	Homeobox domain

IPR041006	Morc, S5 domain 2-like

IPR001087	GDSL lipase/esterase
IPR001683	Phox homologous domain
IPR003114	Phox-associated domain
IPR013937	Sorting nexin, C-terminal
IPR001683	Phox homologous domain
IPR003114	Phox-associated domain
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR000315	B-box-type zinc finger
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR003340	B3 DNA binding domain
IPR003340	B3 DNA binding domain
IPR002182	NB-ARC
IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
IPR000157	Toll/interleukin-1 receptor homology (TIR) domain


IPR025422	Transcription factor TGA like domain
IPR004827	Basic-leucine zipper domain
IPR025422	Transcription factor TGA like domain
IPR004827	Basic-leucine zipper domain
IPR025422	Transcription factor TGA like domain
IPR004827	Basic-leucine zipper domain
IPR025422	Transcription factor TGA like domain
IPR004827	Basic-leucine zipper domain
IPR025422	Transcription factor TGA like domain
IPR004827	Basic-leucine zipper domain
IPR025422	Transcription factor TGA like domain
IPR004827	Basic-leucine zipper domain
IPR025422	Transcription factor TGA like domain
IPR004827	Basic-leucine zipper domain
IPR025422	Transcription factor TGA like domain
IPR004827	Basic-leucine zipper domain
IPR025422	Transcription factor TGA like domain
IPR004827	Basic-leucine zipper domain
IPR025422	Transcription factor TGA like domain
IPR004827	Basic-leucine zipper domain
IPR001739	Methyl-CpG DNA binding
IPR001739	Methyl-CpG DNA binding
IPR011124	Zinc finger, CW-type
IPR011124	Zinc finger, CW-type
IPR001739	Methyl-CpG DNA binding
IPR001739	Methyl-CpG DNA binding
IPR011124	Zinc finger, CW-type
IPR011124	Zinc finger, CW-type
IPR001739	Methyl-CpG DNA binding
IPR001739	Methyl-CpG DNA binding
IPR011124	Zinc finger, CW-type
IPR011124	Zinc finger, CW-type
IPR015527	Peptidase C26, gamma-glutamyl hydrolase
IPR011697	Peptidase C26
IPR008278	4'-phosphopantetheinyl transferase domain
IPR018022	IPP transferase
IPR018022	IPP transferase
IPR003676	Small auxin-up RNA
IPR006121	Heavy metal-associated domain, HMA
IPR006121	Heavy metal-associated domain, HMA
IPR013905	Lethal giant larvae (Lgl)-like, C-terminal domain
IPR002100	Transcription factor, MADS-box
IPR002487	Transcription factor, K-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002487	Transcription factor, K-box
IPR001810	F-box domain
IPR025886	Phloem protein 2-like
IPR001810	F-box domain
IPR014016	UvrD-like helicase, ATP-binding domain
IPR034739	UvrD/AddA helicase, N-terminal
IPR014017	UvrD-like DNA helicase, C-terminal
IPR014017	UvrD-like DNA helicase, C-terminal
IPR004000	Actin family
IPR004000	Actin family
IPR004000	Actin family
IPR004000	Actin family
IPR004000	Actin family
IPR004000	Actin family
IPR004000	Actin family
IPR025638	Protein of unknown function DUF4336
IPR025638	Protein of unknown function DUF4336
IPR008580	PPPDE putative peptidase domain

IPR013150	Transcription factor TFIIB, cyclin-like domain
IPR013150	Transcription factor TFIIB, cyclin-like domain
IPR000812	Transcription factor TFIIB
IPR000812	Transcription factor TFIIB
IPR000812	Transcription factor TFIIB
IPR000812	Transcription factor TFIIB
IPR000812	Transcription factor TFIIB
IPR000812	Transcription factor TFIIB
IPR006566	FBD domain
IPR001810	F-box domain
IPR014001	Helicase superfamily 1/2, ATP-binding domain
IPR001650	Helicase, C-terminal
IPR013026	Tetratricopeptide repeat-containing domain
IPR001841	Zinc finger, RING-type
IPR001650	Helicase, C-terminal
IPR000330	SNF2-related, N-terminal domain
IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain
IPR009515	Protein of unknown function DUF1138
IPR005019	Methyladenine glycosylase
IPR005019	Methyladenine glycosylase
IPR011498	Kelch repeat type 2

IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR004843	Calcineurin-like phosphoesterase domain, ApaH type





IPR001810	F-box domain
IPR001810	F-box domain
IPR007083	RNA polymerase Rpb1, domain 4
IPR007081	RNA polymerase Rpb1, domain 5
IPR007066	RNA polymerase Rpb1, domain 3
IPR000722	RNA polymerase, alpha subunit
IPR007080	RNA polymerase Rpb1, domain 1
IPR001810	F-box domain
IPR001810	F-box domain
IPR010264	Plant self-incompatibility S1
IPR001087	GDSL lipase/esterase
IPR041144	Stomatal closure-related actin-binding protein, PH domain
IPR032009	Stomatal closure-related actin-binding protein, coiled-coil domain

IPR032012	Stomatal closure-related actin-binding protein, actin-binding domain
IPR032378	ZC3H15/TMA46 family, C-terminal
IPR000571	Zinc finger, CCCH-type
IPR000571	Zinc finger, CCCH-type
IPR000008	C2 domain
IPR001736	Phospholipase D/Transphosphatidylase
IPR001736	Phospholipase D/Transphosphatidylase
IPR024632	Phospholipase D, C-terminal
IPR001736	Phospholipase D/Transphosphatidylase
IPR001736	Phospholipase D/Transphosphatidylase
IPR008913	Zinc finger, CHY-type
IPR008913	Zinc finger, CHY-type
IPR039512	RCHY1, zinc-ribbon
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR017921	Zinc finger, CTCHY-type
IPR000719	Protein kinase domain
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
IPR000719	Protein kinase domain
IPR001611	Leucine-rich repeat
IPR032630	P-type ATPase, C-terminal
IPR032631	P-type ATPase, N-terminal


IPR006539	P-type ATPase, subfamily IV
IPR001757	P-type ATPase
IPR001757	P-type ATPase

IPR017930	Myb domain
IPR001005	SANT/Myb domain
IPR006447	Myb domain, plants
IPR006121	Heavy metal-associated domain, HMA
IPR006121	Heavy metal-associated domain, HMA
IPR010409	GAGA-binding transcriptional activator
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR012846	Acetolactate synthase, large subunit, biosynthetic
IPR012000	Thiamine pyrophosphate enzyme, central domain
IPR011766	Thiamine pyrophosphate enzyme, C-terminal TPP-binding
IPR012001	Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain
IPR000719	Protein kinase domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR025830	DNA-binding domain, ovate family-like
IPR006458	Ovate  protein family, C-terminal
IPR006458	Ovate  protein family, C-terminal
IPR006458	Ovate  protein family, C-terminal
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002376	Formyl transferase, N-terminal
IPR005793	Formyl transferase, C-terminal
IPR003653	Ulp1 protease family, C-terminal catalytic domain
IPR003653	Ulp1 protease family, C-terminal catalytic domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR003439	ABC transporter-like
IPR013525	ABC-2 type transporter
IPR003439	ABC transporter-like
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain



IPR004088	K Homology domain, type 1
IPR004088	K Homology domain, type 1
IPR004088	K Homology domain, type 1
IPR024535	Pectate lyase superfamily protein
IPR000743	Glycoside hydrolase, family 28
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR032867	DYW domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002182	NB-ARC
IPR003822	Paired amphipathic helix
IPR011713	Leucine-rich repeat 3
IPR000719	Protein kinase domain



IPR003657	WRKY domain
IPR003657	WRKY domain
IPR003657	WRKY domain
IPR003822	Paired amphipathic helix
IPR003657	WRKY domain
IPR000719	Protein kinase domain
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
